position_abs,time,name,country,date_birth,position_venue,venue,date
339,44.43,Tyree Washington,USA,1976-08-28,2,Uniondale,1998-07-21
339,44.43,Ezra Sambu,KEN,1978-09-04,1,Nairobi,2003-07-25
339,44.43,Gary Kikaya,COD,1978-02-04,2,Berlin,2006-09-03
339,44.43,Jeremy Wariner,USA,1984-01-31,1,Hengelo,2007-05-26
339,44.43,Jeremy Wariner,USA,1984-01-31,1,Warszawa,2007-09-19
339,44.43,LaShawn Merritt,USA,1986-06-27,2,Zürich,2008-08-29
339,44.43,Jonathan Borlée,BEL,1988-02-22,1h3,London,2012-08-04
339,44.43,Youssef Al-Masrahi,KSA,1987-12-31,3rA,Lausanne,2014-07-03
339,44.43,LaShawn Merritt,USA,1986-06-27,2,Székesfehérvár,2015-07-07
339,44.43,David Verburg,USA,1991-05-14,1h1,Beijing,2015-08-23
339,44.43,Bralon Taplin,GRN,1992-05-08,2,Roma,2016-06-02
358,44.44,Tyler Christopher,CAN,1983-10-03,3,Helsinki,2005-08-12
358,44.44,LaShawn Merritt,USA,1986-06-27,1s2,Indianapolis,2007-06-22
358,44.44,LaShawn Merritt,USA,1986-06-27,1rA,Roma,2007-07-13
358,44.44,Jeremy Wariner,USA,1984-01-31,1,Bruxelles,2008-09-05
358,44.44,LaShawn Merritt,USA,1986-06-27,1,Des Moines,2014-04-25
358,44.44,LaShawn Merritt,USA,1986-06-27,1,Ad-Dawhah,2014-05-09
358,44.44,Vernon Norwood,USA,1992-04-10,1,Baton Rouge,2015-04-18
358,44.44,Bralon Taplin,GRN,1992-05-08,1s3,Rio de Janeiro,2016-08-13
366,44.45,Ronald Ray,USA,1954-01-02,1,Ciudad de México,1975-10-18
366,44.45,Darrell Robinson,USA,1963-12-23,2,Westwood,1986-05-17
366,44.45,Innocent Egbunike,NGR,1961-11-30,2,London,1987-07-10
366,44.45,Steve Lewis,USA,1969-05-16,1,Walnut,1992-04-18
366,44.45,Antonio Pettigrew,USA,1967-11-03,5,Eugene,1993-06-19
366,44.45,Michael Johnson,USA,1967-09-13,1,Bruxelles,1993-09-03
366,44.45,Harry Reynolds,USA,1964-06-08,1,Luzern,1997-06-24
366,44.45,Avard Moncur,BAH,1978-11-02,1rA,Madrid,2001-07-07
366,44.45,Leonard Byrd,USA,1975-03-17,1,Belém,2002-05-05
366,44.45,Andrew Rock,USA,1982-01-23,1,Indianapolis,2006-06-24
366,44.45,Angelo Taylor,USA,1978-12-29,1s1,Osaka,2007-08-29
366,44.45,Christopher Brown,BAH,1978-10-15,4,Osaka,2007-08-31
366,44.45,Luguelin Santos,DOM,1993-11-12,1,Hengelo,2012-05-27
366,44.45,Martyn Rooney,GBR,1987-04-03,4h2,Beijing,2015-08-23
366,44.45,Machel Cedenio,TTO,1995-06-09,1r2,Port of Spain,2016-06-26
366,44.45,Wayde van Niekerk,RSA,1992-07-15,2s2,Rio de Janeiro,2016-08-13
366,44.45,Bralon Taplin,GRN,1992-05-08,7,Rio de Janeiro,2016-08-14
383,44.46,Gabriel Tiacoh,CIV,1963-09-10,1r2,Zürich,1986-08-13
383,44.46,Harry Reynolds,USA,1964-06-08,1s1,San José,1987-06-26
383,44.46,Harry Reynolds,USA,1964-06-08,1,San José,1987-06-27
383,44.46,Harry Reynolds,USA,1964-06-08,1q4,Seoul,1988-09-25
383,44.46,Quincy Watts,USA,1970-06-19,2,Walnut,1992-04-18
383,44.46,Davis Kamoga,UGA,1968-03-17,2r1,Zürich,1996-08-14
383,44.46,Iwan Thomas,GBR,1974-01-05,2r1,Lausanne,1997-07-02
383,44.46,Michael Johnson,USA,1967-09-13,1,Rieti,2000-09-03
383,44.46,Gary Kikaya,COD,1978-02-04,1,Rieti,2006-08-27
383,44.46,Leslie Djhoné,FRA,1981-03-18,2s3,Osaka,2007-08-29
383,44.46,Luguelin Santos,DOM,1993-11-12,2,London,2012-08-06
383,44.46,Kirani James,GRN,1992-09-01,1,Linz,2012-08-20
383,44.46,Youssef Al-Masrahi,KSA,1987-12-31,1,Incheon,2014-09-28
383,44.46,Steven Gardiner,BAH,1995-09-12,1,Nassau,2016-06-25
397,44.47,Michael Franks,USA,1963-09-23,1,Canberra,1985-10-05
397,44.47,Darrell Robinson,USA,1963-12-23,1,Eugene,1986-06-21
397,44.47,Danny Everett,USA,1966-11-01,2,Baton Rouge,1987-06-06
397,44.47,Innocent Egbunike,NGR,1961-11-30,1,Köln,1987-08-16
397,44.47,Steve Lewis,USA,1969-05-16,1,Lausanne,1989-06-27
397,44.47,Steve Lewis,USA,1969-05-16,1,New York City,1989-07-22
397,44.47,David Grindley,GBR,1972-10-29,4s2,Barcelona,1992-08-03
397,44.47,Samson Kitur,KEN,1966-02-25,1,Köln,1992-08-16
397,44.47,Derek Mills,USA,1972-07-09,2,Lausanne,1995-07-05
397,44.47,Mark Richardson,GBR,1972-07-26,4,Athínai,1997-08-05
397,44.47,Mark Richardson,GBR,1972-07-26,4s1,Sevilla,1999-08-24
397,44.47,Tyree Washington,USA,1976-08-28,1,Walnut,2001-04-22
397,44.47,Ezra Sambu,KEN,1978-09-04,1,Nairobi,2001-06-23
397,44.47,Alleyne Francique,GRN,1976-06-07,1,Osaka,2004-05-08
397,44.47,Tyler Christopher,CAN,1983-10-03,3s3,Osaka,2007-08-29
397,44.47,Karabo Sibanda,BOT,1998-07-02,3s1,Rio de Janeiro,2016-08-13
397,44.47,Wilbert London,USA,1997-08-17,3,Sacramento,2017-06-24
397,44.47,Vernon Norwood,USA,1992-04-10,4,Lausanne,2017-07-06
415,44.48,Roddie Haley,USA,1965-12-06,1,Houston,1986-05-18
415,44.48,Thomas Schönlebe,GER,1965-08-06,1,Potsdam,1987-08-21
415,44.48,Mark Richardson,GBR,1972-07-26,4,Zürich,1998-08-12
415,44.48,Christopher Brown,BAH,1978-10-15,4,Helsinki,2005-08-12
415,44.48,Kerron Clement,USA,1985-10-31,2rA,Stockholm,2007-08-07
415,44.48,LaShawn Merritt,USA,1986-06-27,1,Roma,2014-06-05
415,44.48,Matthew Hudson-Smith,GBR,1994-10-26,2s3,Rio de Janeiro,2016-08-13
415,44.48,Abdalelah Haroun,QAT,1997-01-01,3,London,2017-08-08
423,44.49,Harry Reynolds,USA,1964-06-08,1r1,Berlin,1987-08-21
423,44.49,Danny Everett,USA,1966-11-01,2,Rieti,1990-09-09
423,44.49,Roxbert Martin,JAM,1969-11-05,1,Kingston,1997-06-21
423,44.49,Iwan Thomas,GBR,1974-01-05,1,Sheffield,1997-06-29
423,44.49,Jeremy Wariner,USA,1984-01-31,1,Saint-Denis,2010-07-16
423,44.49,Tony McQuay,USA,1990-04-16,2,Eugene,2012-06-24
423,44.49,Kirani James,GRN,1992-09-01,1,Ostrava,2013-06-27
423,44.49,Ali Khamis Khamis,BRN,1995-06-30,3s3,Rio de Janeiro,2016-08-13
431,44.5,Erwin Skamrahl,FRG,1958-03-08,1,München,1983-07-26
431,44.5,Roddie Haley,USA,1965-12-06,2,Eugene,1986-06-21
431,44.5,Innocent Egbunike,NGR,1961-11-30,2r2,Zürich,1986-08-13
431,44.5,Derek Redmond,GBR,1965-09-03,1s2,Roma,1987-09-01
431,44.5,Bert Cameron,JAM,1959-11-16,4s1,Seoul,1988-09-26
431,44.5,Steve Lewis,USA,1969-05-16,1s1,Barcelona,1992-08-03
431,44.5,Samson Kitur,KEN,1966-02-25,2,Zürich,1992-08-19
431,44.5,David Grindley,GBR,1972-10-29,2r1,Zürich,1993-08-04
431,44.5,Jerome Young,USA,1976-08-14,2s2,Athínai,1997-08-04
431,44.5,Iwan Thomas,GBR,1974-01-05,2,Oslo,1998-07-09
431,44.5,Iwan Thomas,GBR,1974-01-05,1,Birmingham,1998-07-26
431,44.5,Jerome Young,USA,1976-08-14,1,Saint-Denis,2003-08-26
431,44.5,Jeremy Wariner,USA,1984-01-31,1,College Station,2004-05-29
431,44.5,LaShawn Merritt,USA,1986-06-27,2,Indianapolis,2006-06-24
431,44.5,Christopher Brown,BAH,1978-10-15,1h1,Osaka,2007-08-28
431,44.5,LaShawn Merritt,USA,1986-06-27,1,Stuttgart,2008-09-13
431,44.5,LaShawn Merritt,USA,1986-06-27,1,Baie Mahault,2009-05-01
431,44.5,LaShawn Merritt,USA,1986-06-27,1,Eugene,2009-06-27
431,44.5,Javon Francis,JAM,1994-12-14,1,Kingston,2015-06-13
431,44.5,LaShawn Merritt,USA,1986-06-27,1rA,Lausanne,2016-08-25
431,44.5,Bryshon Nellum,USA,1989-05-01,4,Sacramento,2017-06-24
452,44.51,Roberto Hernández,CUB,1967-03-06,1,Linz,1991-07-05
452,44.51,Steve Lewis,USA,1969-05-16,1,Indianapolis,1992-06-10
452,44.51,Andrew Valmon,USA,1965-01-01,2,Köln,1992-08-16
452,44.51,Samson Kitur,KEN,1966-02-25,1s3,Harare,1995-09-14
452,44.51,LaMont Smith,USA,1972-12-11,1s2,Atlanta,1996-06-17
452,44.51,Darnell Hall,USA,1971-09-26,3rA,Lausanne,1996-07-03
452,44.51,Derek Mills,USA,1972-07-09,4rA,Lausanne,1996-07-03
452,44.51,Derek Mills,USA,1972-07-09,3r1,Zürich,1996-08-14
452,44.51,Jerome Young,USA,1976-08-14,5,Athínai,1997-08-05
452,44.51,Michael Johnson,USA,1967-09-13,1,Waco,1999-04-17
452,44.51,Michael Johnson,USA,1967-09-13,1,Eugene,1999-05-30
452,44.51,Jerome Davis,USA,1977-08-22,5s1,Sevilla,1999-08-24
452,44.51,Darold Williamson,USA,1983-02-19,2,College Station,2004-05-29
452,44.51,Darold Williamson,USA,1983-02-19,1,Sacramento,2005-06-11
452,44.51,Tyree Washington,USA,1976-08-28,1,Monaco,2005-09-09
452,44.51,Jeremy Wariner,USA,1984-01-31,2,Stuttgart,2008-09-13
452,44.51,Jermaine Gonzáles,JAM,1984-11-26,2,Zürich,2010-08-19
452,44.51,LaShawn Merritt,USA,1986-06-27,2,Eugene,2015-05-30
452,44.51,LaShawn Merritt,USA,1986-06-27,1h3,Beijing,2015-08-23
452,44.51,Tony McQuay,USA,1990-04-16,5,Sacramento,2017-06-24
452,44.51,Fred Kerley,USA,1995-05-07,3s1,London,2017-08-06
473,44.52,Danny Everett,USA,1966-11-01,1,Eugene,1988-06-04
473,44.52,Danny Everett,USA,1966-11-01,2,Malmö,1989-08-10
473,44.52,Roberto Hernández,CUB,1967-03-06,2,Lausanne,1990-07-12
473,44.52,Roberto Hernández,CUB,1967-03-06,1,La Habana,1991-08-05
473,44.52,Steve Lewis,USA,1969-05-16,2,Zürich,1991-08-07
473,44.52,Antonio Pettigrew,USA,1967-11-03,1s1,Tokyo,1991-08-27
473,44.52,Andrew Valmon,USA,1965-01-01,4,New Orleans,1992-06-26
473,44.52,Roberto Hernández,CUB,1967-03-06,5,Barcelona,1992-08-05
473,44.52,Mark Richardson,GBR,1972-07-26,2rB,Lausanne,1996-07-03
473,44.52,Tyree Washington,USA,1976-08-28,1,Bakersfield,1997-05-03
473,44.52,Iwan Thomas,GBR,1974-01-05,6,Athínai,1997-08-05
473,44.52,Alvin Harrison,USA,1974-01-20,5,Monaco,1998-08-08
473,44.52,Iwan Thomas,GBR,1974-01-05,1,Budapest,1998-08-21
473,44.52,Iwan Thomas,GBR,1974-01-05,1,Kuala Lumpur,1998-09-18
473,44.52,Alleyne Francique,GRN,1976-06-07,1rA,Madrid,2004-07-17
473,44.52,Christopher Brown,BAH,1978-10-15,2s2,Osaka,2007-08-29
473,44.52,Lalonde Gordon,TTO,1988-11-25,3,London,2012-08-06
473,44.52,Luguelin Santos,DOM,1993-11-12,3,Moskva,2013-08-13
473,44.52,Nathon Allen,JAM,1995-10-28,2,Columbia,2017-05-13
492,44.53,Danny Everett,USA,1966-11-01,1,Sestriere,1988-08-11
492,44.53,Danny Everett,USA,1966-11-01,3,Lausanne,1991-07-10
492,44.53,David Grindley,GBR,1972-10-29,1,Lausanne,1993-07-07
492,44.53,Davis Kamoga,UGA,1968-03-17,3,Atlanta,1996-07-29
492,44.53,Michael Johnson,USA,1967-09-13,1,Milano,1996-09-07
492,44.53,Derrick Brew,USA,1977-12-28,1,Edwardsville,1998-05-16
492,44.53,Mark Richardson,GBR,1972-07-26,1,Helsinki,1998-06-13
492,44.53,Mark Richardson,GBR,1972-07-26,2r2,Lausanne,1999-07-02
492,44.53,Alvin Harrison,USA,1974-01-20,1s1,Sydney,2000-09-24
492,44.53,Gary Kikaya,COD,1978-02-04,1,Baton Rouge,2002-06-01
492,44.53,Jeremy Wariner,USA,1984-01-31,1,Carson,2005-05-22
492,44.53,Xavier Carter,USA,1985-12-08,1,Sacramento,2006-06-10
492,44.53,Gary Kikaya,COD,1978-02-04,2rA,Stockholm,2006-07-25
492,44.53,Christopher Brown,BAH,1978-10-15,2rA,Stockholm,2008-07-22
492,44.53,Rennie Quow,TTO,1987-08-25,2s2,Berlin,2009-08-19
492,44.53,Luguelin Santos,DOM,1993-11-12,2r2,Ponce,2014-05-17
492,44.53,Gil Roberts,USA,1989-03-15,1,Sacramento,2014-06-28
492,44.53,Emmanuel Korir,KEN,1995-06-15,1,El Paso,2017-05-14
510,44.54,Gabriel Tiacoh,CIV,1963-09-10,2,Los Angeles,1984-08-08
510,44.54,Innocent Egbunike,NGR,1961-11-30,1,Nice,1987-07-13
510,44.54,Harry Reynolds,USA,1964-06-08,1q3,Indianapolis,1988-07-17
510,44.54,Steve Lewis,USA,1969-05-16,1q1,Barcelona,1992-08-02
510,44.54,Samson Kitur,KEN,1966-02-25,1,Köln,1993-08-01
510,44.54,Steve Lewis,USA,1969-05-16,3r1,Zürich,1993-08-04
510,44.54,Samson Kitur,KEN,1966-02-25,3,Stuttgart,1993-08-17
510,44.54,Iwan Thomas,GBR,1974-01-05,5,Zürich,1998-08-12
510,44.54,Gary Kikaya,COD,1978-02-04,3,Zürich,2006-08-18
510,44.54,LaShawn Merritt,USA,1986-06-27,1,Athínai,2006-09-16
510,44.54,LaShawn Merritt,USA,1986-06-27,1,Athínai,2009-07-13
510,44.54,Ricardo Chambers,JAM,1984-10-07,2,Monaco,2010-07-22
510,44.54,Jonathan Borlée,BEL,1988-02-22,4,Moskva,2013-08-13
510,44.54,Christopher Brown,BAH,1978-10-15,3,Eugene,2015-05-30
510,44.54,Machel Cedenio,TTO,1995-06-09,2h1,Beijing,2015-08-23
510,44.54,Rennie Quow,TTO,1987-08-25,2h6,Beijing,2015-08-23
510,44.54,Rabah Yousif,GBR,1985-12-11,3s2,Beijing,2015-08-24
510,44.54,Bralon Taplin,GRN,1992-05-08,2,Baie Mahault,2016-05-14
528,44.55,Andrew Valmon,USA,1965-01-01,4rA,Zürich,1988-08-17
528,44.55,Darren Clark,AUS,1965-09-06,4,Seoul,1988-09-28
528,44.55,Steve Lewis,USA,1969-05-16,2r1,London,1992-07-10
528,44.55,Darnell Hall,USA,1971-09-26,3,Sacramento,1995-06-16
528,44.55,Angelo Taylor,USA,1978-12-29,2rA,Roma,2007-07-13
528,44.55,Youssef Al-Masrahi,KSA,1987-12-31,1,Montreuil-sous-Bois,2014-07-07
528,44.55,Ali Khamis Khamis,BRN,1995-06-30,1,Plovdiv,2016-05-29
528,44.55,Isaac Makwala,BOT,1986-09-29,1h5,London,2017-08-05
528,44.55,Demish Gaye,JAM,1993-01-20,2s3,London,2017-08-06
537,44.56,Innocent Egbunike,NGR,1961-11-30,2,Roma,1987-09-03
537,44.56,Mohamed Al Malky,OMA,1962-12-01,1,Budapest,1988-08-12
537,44.56,Roberto Hernández,CUB,1967-03-06,3,Rieti,1990-09-09
537,44.56,Steve Lewis,USA,1969-05-16,1,Berlin,1991-09-10
537,44.56,Quincy Watts,USA,1970-06-19,1s2,Austin,1992-06-05
537,44.56,Danny Everett,USA,1966-11-01,2,Indianapolis,1992-06-10
537,44.56,Gregory Haughton,JAM,1973-11-10,3,Göteborg,1995-08-09
537,44.56,Michael Johnson,USA,1967-09-13,1,Berlin,1995-09-01
537,44.56,Tim Benjamin,GBR,1982-05-02,2,Monaco,2005-09-09
537,44.56,Johan Wissman,SWE,1982-12-02,2s1,Osaka,2007-08-29
537,44.56,Jeremy Wariner,USA,1984-01-31,1r2,Waco,2008-04-19
537,44.56,Kévin Borlée,BEL,1988-02-22,1h1,Bruxelles,2012-06-16
537,44.56,Luguelin Santos,DOM,1993-11-12,1,Toronto,2015-07-23
537,44.56,Kirani James,GRN,1992-09-01,1h4,Beijing,2015-08-23
551,44.57,Roberto Hernández,CUB,1967-03-06,2,Lausanne,1988-06-24
551,44.57,Danny Everett,USA,1966-11-01,1,New York City,1990-07-29
551,44.57,Antonio Pettigrew,USA,1967-11-03,1,Tokyo,1991-08-29
551,44.57,Andrew Valmon,USA,1965-01-01,3,Zürich,1992-08-19
551,44.57,Jamie Baulch,GBR,1973-05-03,3rB,Lausanne,1996-07-03
551,44.57,Davis Kamoga,UGA,1968-03-17,1,Rieti,1996-09-01
551,44.57,Davis Kamoga,UGA,1968-03-17,3s2,Athínai,1997-08-04
551,44.57,Adam Steele,USA,1980-10-08,1,Sacramento,2003-06-14
551,44.57,Otis Harris,USA,1982-06-30,2,Sacramento,2003-06-14
551,44.57,Jeremy Wariner,USA,1984-01-31,1rA,Lausanne,2010-07-08
551,44.57,Fred Kerley,USA,1995-05-07,1h1,Eugene,2017-06-07
551,44.57,Gil Roberts,USA,1989-03-15,4,Monaco,2017-07-21
563,44.58,Bert Cameron,JAM,1959-11-16,1,Baton Rouge,1981-06-06
563,44.58,Gabriel Tiacoh,CIV,1963-09-10,1,Los Angeles,1986-05-24
563,44.58,Danny Everett,USA,1966-11-01,2,New York City,1989-07-22
563,44.58,Roberto Hernández,CUB,1967-03-06,1,Barcelona,1989-09-09
563,44.58,Michael Johnson,USA,1967-09-13,1,Blaine,1990-06-23
563,44.58,Patrick Delice,TTO,1967-11-12,1,Abilene,1993-05-29
563,44.58,Derek Mills,USA,1972-07-09,4,Sacramento,1995-06-16
563,44.58,Samson Kitur,KEN,1966-02-25,1,Nairobi,1995-07-01
563,44.58,Harry Reynolds,USA,1964-06-08,2s2,Atlanta,1996-06-17
563,44.58,Michael Johnson,USA,1967-09-13,3,Oslo,1998-07-09
563,44.58,Gregory Haughton,JAM,1973-11-10,1r1,Sevilla,2001-06-08
563,44.58,Mitch Potter,USA,1980-09-16,3,Sacramento,2003-06-14
563,44.58,Lewis Banda,ZIM,1983-08-16,1,Tucson,2004-05-15
563,44.58,LaShawn Merritt,USA,1986-06-27,1,Stuttgart,2007-09-22
563,44.58,Tony McQuay,USA,1990-04-16,1,Des Moines,2012-06-08
563,44.58,Lalonde Gordon,TTO,1988-11-25,1s1,London,2012-08-05
563,44.58,Steven Gardiner,BAH,1995-09-12,1,Stockholm,2017-06-18
563,44.58,Nathon Allen,JAM,1995-10-28,1,Kingston,2017-06-25
581,44.59,Roger Black,GBR,1966-03-31,1,Stuttgart,1986-08-29
581,44.59,Raymond Pierre,USA,1967-09-19,1,Provo,1989-06-03
581,44.59,Danny Everett,USA,1966-11-01,1,Monaco,1989-09-01
581,44.59,Danny Everett,USA,1966-11-01,1,Sestriere,1990-08-08
581,44.59,Mark Everett,USA,1968-09-02,1,Helsinki,1991-06-27
581,44.59,Danny Everett,USA,1966-11-01,1,Gateshead,1992-07-17
581,44.59,Samson Kitur,KEN,1966-02-25,1,Rieti,1993-09-05
581,44.59,Derek Mills,USA,1972-07-09,1,Sestriere,1994-07-31
581,44.59,Roger Black,GBR,1966-03-31,3,Lausanne,1995-07-05
581,44.59,Michael Johnson,USA,1967-09-13,1s2,Atlanta,1996-07-28
581,44.59,Arnaud Malherbe,RSA,1972-11-20,1,Roodepoort,1999-03-19
581,44.59,Gregory Haughton,JAM,1973-11-10,1,Winnipeg,1999-07-25
581,44.59,Hendrik Mokganyetsi,RSA,1975-09-07,1,Yokohama,2000-09-09
581,44.59,Darold Williamson,USA,1983-02-19,1,Waco,2004-04-17
581,44.59,Alleyne Francique,GRN,1976-06-07,1,Saint George's,2004-05-29
581,44.59,Leslie Djhoné,FRA,1981-03-18,5,Osaka,2007-08-31
581,44.59,Christopher Brown,BAH,1978-10-15,2s1,Beijing,2008-08-19
581,44.59,Ricardo Chambers,JAM,1984-10-07,2,Split,2010-09-04
581,44.59,Kirani James,GRN,1992-09-01,1s2,London,2012-08-05
581,44.59,Christopher Brown,BAH,1978-10-15,4rA,Lausanne,2014-07-03
581,44.59,Kirani James,GRN,1992-09-01,1,Birmingham,2014-08-24
581,44.59,Youssef Al-Masrahi,KSA,1987-12-31,1rA,Kingston,2015-05-09
603,44.6,John Smith,USA,1950-08-05,1,Cali,1971-08-01
603,44.6,Viktor Markin,RUS,1957-02-23,1,Moskva,1980-07-30
603,44.6,Harry Reynolds,USA,1964-06-08,1,Des Moines,1987-04-25
603,44.6,Raymond Pierre,USA,1967-09-19,1,Indianapolis,1987-08-13
603,44.6,Thomas Schönlebe,GER,1965-08-06,2s1,Roma,1987-09-01
603,44.6,Ian Morris,TTO,1961-11-30,2s2,Seoul,1988-09-26
603,44.6,Darren Clark,AUS,1965-09-06,1,Auckland,1990-01-28
603,44.6,Roberto Hernández,CUB,1967-03-06,2,Bruxelles,1990-08-10
603,44.6,Quincy Watts,USA,1970-06-19,1,Westwood,1993-05-01
603,44.6,Andrew Valmon,USA,1965-01-01,2,Sestriere,1993-07-28
603,44.6,Mark Richardson,GBR,1972-07-26,2,Kuala Lumpur,1998-09-18
603,44.6,Michael Blackwood,JAM,1976-08-29,1,Madrid,2002-09-20
603,44.6,Tyree Washington,USA,1976-08-28,1s2,Saint-Denis,2003-08-24
603,44.6,Alleyne Francique,GRN,1976-06-07,1,Monterrey,2005-06-11
603,44.6,Gary Kikaya,COD,1978-02-04,1,Xalapa,2007-05-05
603,44.6,Jeremy Wariner,USA,1984-01-31,1rA,Carson,2007-05-20
603,44.6,Martyn Rooney,GBR,1987-04-03,2s3,Beijing,2008-08-19
603,44.6,Jeremy Wariner,USA,1984-01-31,2,Berlin,2009-08-21
603,44.6,Kirani James,GRN,1992-09-01,1,Daegu,2011-08-30
603,44.6,LaShawn Merritt,USA,1986-06-27,2,Shanghai,2013-05-18
603,44.6,LaShawn Merritt,USA,1986-06-27,1s2,Moskva,2013-08-12
603,44.6,Kirani James,GRN,1992-09-01,2,Des Moines,2014-04-25
603,44.6,LaShawn Merritt,USA,1986-06-27,1,Marrakesh,2014-09-13
603,44.6,Rusheen McDonald,JAM,1992-08-17,2,Kingston,2015-06-13
603,44.6,Nery Brenes,CRC,1985-09-25,1rA,Madrid,2016-06-23
603,44.6,Kirani James,GRN,1992-09-01,1,Székesfehérvár,2016-07-18
603,44.6,Fred Kerley,USA,1995-05-07,1r7,Waco,2017-04-22
603,44.6,Steven Gardiner,BAH,1995-09-12,1,Ad-Dawhah,2017-05-05
603,44.6,Michael Norman,USA,1997-12-03,3s1,Sacramento,2017-06-23
632,44.61,Roberto Hernández,CUB,1967-03-06,1,La Habana,1987-02-20
632,44.61,Steve Lewis,USA,1969-05-16,1q1,Indianapolis,1988-07-17
632,44.61,Kevin Robinzine,USA,1966-04-12,4,Indianapolis,1988-07-20
632,44.61,Danny Everett,USA,1966-11-01,1,Bruxelles,1988-08-19
632,44.61,Harry Reynolds,USA,1964-06-08,1,London,1989-07-14
632,44.61,Andrew Valmon,USA,1965-01-01,1,Budapest,1990-08-05
632,44.61,Danny Everett,USA,1966-11-01,1,Berlin,1990-08-17
632,44.61,Roberto Hernández,CUB,1967-03-06,1,Rhede,1991-07-07
632,44.61,Gregory Haughton,JAM,1973-11-10,1,Monaco,1995-07-25
632,44.61,Tyree Washington,USA,1976-08-28,1s1,Athínai,1997-08-04
632,44.61,Iwan Thomas,GBR,1974-01-05,4s2,Athínai,1997-08-04
632,44.61,Alvin Harrison,USA,1974-01-20,3,New Orleans,1998-06-21
632,44.61,R. A. Sugath Thilakaratne,SRI,1973-07-30,1,Fukuoka,1998-07-20
632,44.61,Iwan Thomas,GBR,1974-01-05,1s2,Kuala Lumpur,1998-09-17
632,44.61,Avard Moncur,BAH,1978-11-02,1,Nassau,2001-06-23
632,44.61,David Neville,USA,1984-06-01,3,Eugene,2008-07-03
632,44.61,Greg Nixon,USA,1981-09-12,1,Des Moines,2010-06-26
632,44.61,Kirani James,GRN,1992-09-01,1,London,2011-08-05
632,44.61,Youssef Al-Masrahi,KSA,1987-12-31,1s1,Moskva,2013-08-12
632,44.61,Christopher Brown,BAH,1978-10-15,3rA,New York City,2014-06-14
632,44.61,Matthew Hudson-Smith,GBR,1994-10-26,8,Rio de Janeiro,2016-08-14
632,44.61,Steven Gardiner,BAH,1995-09-12,1,Székesfehérvár,2017-07-04
654,44.62,Ronald Freeman,USA,1947-06-12,3,Echo Summit,1968-09-14
654,44.62,Bert Cameron,JAM,1959-11-16,1,Houston,1983-06-04
654,44.62,Thomas Schönlebe,GER,1965-08-06,1,Erfurt,1985-06-22
654,44.62,Thomas Schönlebe,GER,1965-08-06,2,Ciudad de México,1988-05-22
654,44.62,Andrew Valmon,USA,1965-01-01,4,Rieti,1990-09-09
654,44.62,Roger Black,GBR,1966-03-31,2,Tokyo,1991-08-29
654,44.62,Steve Lewis,USA,1969-05-16,1,Monaco,1992-08-11
654,44.62,Derek Mills,USA,1972-07-09,6,Eugene,1993-06-19
654,44.62,Harry Reynolds,USA,1964-06-08,4r1,Zürich,1993-08-04
654,44.62,Derek Mills,USA,1972-07-09,1,Luzern,1994-06-29
654,44.62,Gregory Haughton,JAM,1973-11-10,1,Knoxville,1995-06-03
654,44.62,Samson Kitur,KEN,1966-02-25,1,Johannesburg,1995-09-23
654,44.62,Michael Johnson,USA,1967-09-13,1q3,Atlanta,1996-07-27
654,44.62,Alvin Harrison,USA,1974-01-20,4,Atlanta,1996-07-29
654,44.62,Mark Richardson,GBR,1972-07-26,2s1,Athínai,1997-08-04
654,44.62,Mark Richardson,GBR,1972-07-26,2,Roma,1998-07-14
654,44.62,Mark Richardson,GBR,1972-07-26,2,Birmingham,1998-07-26
654,44.62,Michael Johnson,USA,1967-09-13,1,Berlin,1998-09-01
654,44.62,Tomasz Czubak,POL,1973-12-16,6s1,Sevilla,1999-08-24
654,44.62,Darold Williamson,USA,1983-02-19,2,Carson,2005-06-25
654,44.62,Gary Kikaya,COD,1978-02-04,2,Bruxelles,2006-08-25
654,44.62,Ricardo Chambers,JAM,1984-10-07,2r1,Atlanta,2007-05-12
654,44.62,LaShawn Merritt,USA,1986-06-27,1,Saint-Denis,2007-07-06
654,44.62,Andretti Bain,BAH,1985-12-01,1,Des Moines,2008-06-14
654,44.62,Jeremy Wariner,USA,1984-01-31,2,Zürich,2009-08-28
654,44.62,Gil Roberts,USA,1989-03-15,2,Monaco,2014-07-18
654,44.62,Luguelin Santos,DOM,1993-11-12,2h4,Beijing,2015-08-23
654,44.62,Steven Gardiner,BAH,1995-09-12,1,Atlanta,2016-06-04
682,44.63,Thomas Schönlebe,GER,1965-08-06,2,Stuttgart,1986-08-29
682,44.63,Danny Everett,USA,1966-11-01,1,Monaco,1991-08-03
682,44.63,Danny Everett,USA,1966-11-01,3,Tokyo,1991-08-29
682,44.63,Harry Reynolds,USA,1964-06-08,1q1,Göteborg,1993-08-06
682,44.63,Quincy Watts,USA,1970-06-19,1s1,Stuttgart,1993-08-16
682,44.63,Sunday Bada,NGR,1969-06-22,3s2,Stuttgart,1993-08-16
682,44.63,Michael Johnson,USA,1967-09-13,1,Bruxelles,1995-08-25
682,44.63,LaMont Smith,USA,1972-12-11,1r2,Walnut,1996-04-21
682,44.63,Michael Johnson,USA,1967-09-13,1s1,Sacramento,2000-07-15
682,44.63,Alvin Harrison,USA,1974-01-20,2,Sacramento,2000-07-16
682,44.63,Kelly Willie,USA,1982-09-07,1h2,Sacramento,2004-07-11
